gene.name,BA1,BA2,PBA
Gm15199,0,0,0
Gt(ROSA)26Sor,0.48320643,0,1.044669883
4930551O13Rik,0,0,0
Gm14929,0,0,0
B430119L08Rik,0,0,0
1700006D18Rik,0,0,0
Gm15200,0,0,0
D930007P13Rik,0,0,0
Gm13690,0,0,0
Gm13021,0,0,0
2510003D18Rik,-2.822880007,-2.767161661,-2.259771081
Gm12069,0,0,0
Gm15046,0,0,0
Gm11722,0,0,0
4933421A08Rik,0,0,0
Gm15961,0,0,0
Gm13191,0,0,0
4933426D04Rik,0,0,0
Gm13522,0,0,0
9330162012Rik,3.19667156,6.040695984,4.690268637
9030204H09Rik,0,0,0
Gm14077,0,0,0
4933431K23Rik,2.227679688,0,0
Gm14947,0,0,0
Gm11457,3.325474318,3.568257065,0
4930500J02Rik,0,0,-1.547104361
Gm11815,0,0,0
Gm16861,-1.778511997,-1.532020484,0
D930032P07Rik,0,0,0
Gm2639,0,0,0
1700030C12Rik,0,0,0
Gm12236,0,0,0
Gm16899,3.02756969,2.350739727,2.250466909
Gm13990,0,0,0
Gm16898,0,0,0
Gm15835,2.615693959,0,0
Gm16049,0,0,0
4930571N24Rik,0,0,0
2900053O20Rik,0,0,5.661683524
Gm16897,0,0,0
Gm12580,0,0,0
A530020G20Rik,0,0,0
Gm16172,0,0,0
Gm16265,0,0,0
9130204K15Rik,0,0,0
Gm12139,0,0,0
9530059O14Rik,0,0,0
Gm15506,0,0,0
Gm14102,8.118935612,0,0
Gm16014,0,0,0
Gm15287,0,0,0
Gm11707,0,0,0
1700012C08Rik,0,0,0
8030443G20Rik,0,0,0
A630071L07Rik,0,0,0
Gm15458,0,0,0
2310043D23Rik,0,0,0
Gm11638,0,0,0
1600020E01Rik,1.403296124,1.427145861,1.614659391
Gm16362,0,0,0
Gm12292,0,0,0
Gm13291,0,0,0
Gm16652,0,0,0
Gm12204,0,0,0
2210417A02Rik,0,0,0
Gm13778,1.982003951,1.353210536,1.695463707
Gm14204,0,0,0
Gm15259,0,0,0
Gm12681,0,0,0
Gm16217,0,0,0
Gm15875,0,0,0
4930597A21Rik,0,0,0
B130055M24Rik,0.600841555,0.656584875,-0.569112646
Xist,0,0,0
4930511F01Rik,0,0,0
Gm16058,0,0,0
Gm15911,0,0,0
Gm11206,0,0,0
Gm11291,0,0,0
Nkx2-2as,0,0,0
Gm16661,0,0,0
Gm12600,0,0,0
9130208D14Rik,0,0,0
Gm11747,0,0,0
Gm16292,0,0,3.452004396
4930461G14Rik,0,0,0
Gm12534,0,0,0
Gm14503,0,0,0
Gm13393,0,0,0
9330185C12Rik,0,0,0
Olfr1343-ps1,0,0,0
Gm4473,-2.097692292,0,0
Gm13499,0,0,0
Pabpc1l2a-ps,0,0,0
Gm15281,0,0,0
Gm12762,0,0,0
Gm15856,0,0,0
Gm15731,0,0,0
4930471I20Rik,0,0,0
Gm12910,0,0,0
Gm11351,0,0,0
Gm16266,0,0,3.527124695
Gm16758,0,0,0
Gm12264,0,0,0
Nespas,0,0,0
Gm6634,-8.014886568,-4.280835854,0
Gm16759,0,0,0
Scml1,0,0,0
Has2as,0,0,0
Gm13782,0,0,0
4933406C10Rik,0,0,0
Gm13704,0,0,0
Gm12,0,0,0
Gm13709,0,0,0
Gm11755,0,0,0
Gm12972,0,0,0
Gm13648,6.52286148,6.264769596,3.966037343
1810007I06Rik,0,0,0
A730090H04Rik,5.568469355,5.011460299,3.20250591
9230116N13Rik,0,0,3.59713955
9530034E10Rik,0,0,0
Gm13446,0,0,0
Gm15444,0,0,0
Gm15999,0,0,0
Gm14223,0,0,0
Gm14426,0,0,0
Gm13372,0,0,0
Gm15540,0,0,0
Gm14651,0,0,0
Gm14136,0,0,0
Cd101,0,0,0
Gm13133,0,0,0
2810429I04Rik,1.914592296,2.215740705,1.833814791
Gm16247,-2.577302556,-3.887200129,-1.688568611
9130020K20Rik,4.790024321,3.500399388,2.287299531
4930542H20Rik,0,0,0
Gm16961,0,0,0
Gm16962,0,0,0
Gm15384,0,0,0
Gm16960,0,0,0
Gm14104,0,0,0
Gm13660,0,0,0
Gm7076,0,0,0
Gm13583,-8.53926372,0,0
A930012L18Rik,0,0,0
Gm15280,0,0,0
Gm16272,0,0,0
Gm15500,0,0,0
Gm12002,0,0,0
Gm16126,0,0,0
Gm11192,0,0,0
Gm11837,2.633985175,0,3.356151994
Gm11729,0,0,0
Gm12915,0,0,0
6030455H03Rik,7.650232661,4.635889868,3.789166163
Gm12682,0,0,0
Gm16548,0,0,0
4930505H01Rik,0,0,0
Gm12214,0,0,0
Susd5,-1.535012455,0,1.216019536
F420014N23Rik,0,0,0
Gm13718,0,0,0
C030005K06Rik,4.56586098,2.945948177,8.484930782
Gm16257,0,0,0
Gm15609,0,0,0
Gm13620,0,0,0
Gm15510,0,0,0
Gm14290,0,0,0
Gm13205,-1.646838954,-1.623467378,-1.406110913
4930511M06Rik,0,0,0
4930562D21Rik,0,0,0
5830432E09Rik,0,0,0
Gm15408,2.867856052,0,0
Gm12064,0,0,0
1700007M16Rik,0,0,0
Gm14330,0,0,0
Gm16862,0,0,0
Gm16863,3.651156818,3.16260735,0
Gm11635,0,0,0
Gm13256,0,0,0
Gm14333,0,0,0
Gm14157,0,0,0
Gm13348,0,0,0
Gm16701,0,0,0
Gm16130,0,0,0
Gm11831,0,0,0
A630072L19Rik,0,0,0
Gm16702,0,0,0
Gm16157,0,0,0
2810403D21Rik,1.724548139,1.832703437,2.318831413
Gm14397,0,0,0
Gm12784,0,0,0
1700112J05Rik,0,0,0
Gm16081,0,0,0
4930448N21Rik,0,0,0
4932415G12Rik,1.28592017,1.914487413,1.889088855
Gm12949,0,0,0
Gm14040,0,0,0
4930405A21Rik,0,0,0
Gm17481,0,0,0
Gm13663,0,0,0
Gm15254,0,0,0
Gm15687,0,0,0
Gm13470,-3.621639374,0,0
Gm15743,0,0,0
5133400J02Rik,0,0,0
,0,0,0
Gm15511,0,0,0
Gm15286,0,0,0
A430048G15Rik,0,0,0
1300002E11Rik,0.859897286,1.015979338,0
Gm14029,0,0,0
9130015L21Rik,0,0,0
Gm13165,0,0,0
C330018A13Rik,0,0,0
Gm15701,0,0,0
4921530L18Rik,0,0,0
Gm14260,0,0,0
Gm14146,0,0,0
Gm12594,0,0,0
Gm4725,0,0,0
BC046251,0,0,0
9530036O11Rik,0,0,0
B230209K01Rik,0,0,0
Gm13067,-9.968891781,-6.33673921,-4.333807044
Gm12249,0,0,0
Gm13434,0,0,0
Gm15273,0,0,0
AA645442,0,0,0
Gm13194,0,0,0
Gm13618,0,0,0
Gm14297,0,0,0
Gm16736,0,0,0
Gm12283,0,0,0
9430029A11Rik,0,0,0
Gm14705,0,0,0
Gm12284,0,0,0
Gm16737,9.786663201,9.190135187,8.433582524
Gm15551,0,0,0
Gm11592,0,0,0
Gm16178,0,0,0
Gm16023,1.250332244,1.195680009,0
Gm12867,0,0,0
Gm12590,0,0,0
Gm15015,0,0,0
F630206G17Rik,0,0,0
4930547E08Rik,0,0,0
Gm11560,0,0,0
Gm16876,0,0,0
4933406J10Rik,0,0,0
Gm15432,0,0,0
A730081D07Rik,0,0,0
Gm16237,0,0,0
Gm15247,0,0,0
Gm11234,0,0,0
4933427G23Rik,0,0,0
4930511O05Rik,0,0,0
Gm16510,0,0,0
Gm15747,0,0,0
Gm13595,0,0,0
Gm12347,0,0,0
4930507D10Rik,0,0,0
Gm14582,0,0,0
Gm16894,0,0,0
Gm15848,0,0,0
Gm12088,0,0,0
Gm15577,0,0,0
Gm16263,8.496074815,0,0
Gm13465,0,0,0
Gm15482,5.582689386,0,0
AI427809,0,0,0
4930407G08Rik,0,0,0
0610009E02Rik,0,0,0
B230112J18Rik,0,0,0
Gm11629,0,0,0
Gm15655,0,0,0
Gm16069,0,0,0
Gm16275,0,0,0
Gm13851,0,0,0
Gm13750,0,0,0
Gm15499,0,0,0
Gm16601,0,0,0
Gm12833,0,0,0
A630052C17Rik,0,0,0
Gm9458,0,0,0
4931428L18Rik,0,0,0
2410133F24Rik,-2.345212465,0,0
Gm15589,0,0,0
Gm11607,0,0,0
Gm7518,0,0,0
Gm6117,0,0,0
Gm11685,0,0,0
Astx1c,0,0,0
Gm13977,0,0,0
Gm14902,0,0,0
Gm13763,0,0,0
Gm12154,0,0,0
Gm4409,0,0,0
Gm17029,0,0,0
Gm15816,0,0,0
Gm16201,0,0,0
Hnrnpa1l2-ps,0,0,0
Gm15997,0,0,0
2410057H14Rik,0,0,0
Gm15222,0,0,0
Gm13261,0,0,0
Gm12037,0,0,0
Gm11770,0,0,0
Astx5,0,0,0
Gm11674,0,0,0
Gm15751,0,0,0
Gm16098,0,-4.433229403,-2.708713297
Gm11216,0,0,0
Gm14051,0,0,0
Gm2309,0,0,0
Gm13912,0,0,0
1700025D23Rik,0,0,0
Gm11666,0,0,0
Gm14546,0,0,0
B230378P21Rik,0,0,0
4930527A07Rik,0,0,0
Gm11827,2.387759791,2.644971348,5.480720453
Gm15969,0,0,0
Gm13070,0,0,0
Gm16827,0,0,0
Gm15587,0,0,0
Gm15351,0,2.101772798,0
1700080G11Rik,0,0,0
Gm11705,0,0,0
Gm16192,0,0,0
Gm11915,0,0,0
5730588L14Rik,0,0,0
Gm15100,0,0,0
B230104C08Rik,0,0,0
Gm2165,0,0,0
Gm13562,0,0,0
Gm16707,0,0,0
1700092C02Rik,0,0,0
E130102H24Rik,2.94194794,1.510121974,1.74789155
Gm14262,0,0,0
Isoc2a,1.054347123,1.377374213,0.905688397
Gm6081,0,0,0
Gm15908,0,0,0
Gm16706,0,0,0
1700029M20Rik,0,0,0
Gm12228,0,0,0
Gm12911,0,0,0
Gm12147,0,0,0
Gm12364,0,0,0
Gm13764,0,0,0
Gm11642,0,0,0
Gm11579,0,0,0
4932702P03Rik,0,0,0
Gm12965,0,0,0
Gm16222,0,0,0
4930502E09Rik,0,0,0
4930556L07Rik,0,0,0
Gm15943,0,0,0
2700038G22Rik,0.42823172,0,0
Gm13847,0,5.612420937,0
4932443L11Rik,0,0,0
Gm13054,0,0,0
C330013F16Rik,4.278058354,4.348360255,9.614409113
Gm11981,0,0,0
2610037D02Rik,3.024692697,2.745429496,1.785283173
Gm13110,0,0,0
Gm8978,0,0,0
Gm13657,-3.169763388,0,0
Gm15677,0,0,0
3110082J24Rik,0,0,0
Gm16726,0,0,0
Gm11482,0,0,0
1810035I16Rik,0,0,0
Gm13613,0,0,0
Gm11465,0,0,0
Gm13377,0,0,0
5330413P13Rik,0,0,0
1700028P15Rik,0,0,0
4930448D08Rik,0,0,0
Gm15675,0,0,1.508831434
Gm11739,0,0,0
4930461C15Rik,0,0,0
Gm15579,0,0,0
Gm13467,0,0,0
Gm14280,0,0,0
2810425M01Rik,0,0,0
Gm12440,0,0,0
Gm14547,0,0,0
Gm11775,0,0,0
Gm13748,0,0,0
Gm16618,0,0,0
Gm16212,0,0,0
Gm11973,0,0,0
Gm14250,0,0,0
2410006H16Rik,-1.125710527,-1.154027385,-0.423113352
Gm15681,0,0,0
E030013I19Rik,-2.050221498,-1.456687488,-1.567969204
B230206H07Rik,0,0,0
Gm13010,0,0,0
Gm13642,0,0,0
Gm16065,3.369457501,0,8.286645141
Lce6a,0,0,0
Gm13840,0,0,0
Gm13257,0,0,0
A430108G06Rik,0,0,0
Gm11374,0,0,0
Gm14720,0,0,0
Gm13781,0,0,0
Gm13844,0,0,0
Gm16080,0,0,0
Gm16913,0,0,0
Trav20,0,0,0
2810008D09Rik,0.546329507,0,0.826372779
Gm1720,0,0,0
Gm15325,0,0,0
Gm13546,-8.503452102,0,0
Gm15543,0,0,0
A630077J23Rik,0,0,0
Gm16978,0,0,0
4930512H18Rik,-3.930791019,-3.355679729,-6.026420265
Gm4577,0,0,0
Gm15883,0,0,0
Gm7809,-3.4516129,0,-1.290877134
Gm15288,0,0,0
Gm16834,0,0,0
Gm14225,0,0,0
Gm15672,0,0,0
Gm13175,0,0,0
Gm8975,0,0,0
Gm12828,0,0,0
A230072C01Rik,1.379445262,1.284420107,1.266336225
Miat,4.406701005,4.534449961,2.183831448
Gm14012,-8.439621529,-8.551455691,0
C430042M11Rik,0,0,0
Gm13594,0,0,0
Gm13352,0,0,0
Gm15992,0,0,0
Gm16225,0,0,0
Gm13846,0,0,0
Gm15135,0,0,0
1700060C16Rik,0,0,0
A330033J07Rik,-4.224881765,-4.887140727,0
Gm8619,1.739225154,2.134609257,2.760306735
1700021J08Rik,0,0,0
Gm15963,0,0,0
4933430M04Rik,0,0,0
Gm11365,0,0,0
Gm15708,0,0,0
9330136K24Rik,0,0,0
Gm12835,0,0,0
4632428C04Rik,0,0,0
1700062I23Rik,0,0,0
1600002D24Rik,0,0,0
Gm16040,0,0,0
Gm11728,0,0,0
Gm16258,0,0,0
Gm13404,0,0,0
Gm13716,0,0,0
Gm15276,0,0,0
Gm15298,0,0,0
Gm13598,0,0,0
Gm4926,0,0,0
Gm15755,0,0,0
Gm12027,0,0,0
4930505O20Rik,0,0,0
Gm14019,0,0,0
Gm16124,0,0,0
Gm16365,0,0,0
Gm15903,0,0,0
Gm11630,0,0,0
4930429F24Rik,0,0,0
Gm11497,0,0,0
Gm12207,0,1.774506711,0
Gm13189,0,0,0
Gm13835,-1.102952653,-1.232356468,-1.111553207
4930406D18Rik,0,0,0
Gm11766,0,0,0
Gm6286,0,0,0
Gm6226,0,0,0
Gm11823,0,0,0
Gm14210,0,0,0
Gm11788,0,0,0
Gm14873,0,0,0
Gm14532,0,0,0
Gm11665,0,0,0
4933426K07Rik,0,0,0
Gm16801,0,0,0
Gm15956,0,0,0
Gm9697,0,0,0
Gm15063,0,0,0
4930481A15Rik,0,0,0
Gm13530,0,0,0
Gm12746,0,0,0
Gm2020,0,0,0
Gm15489,2.411567843,0,0
4732414G09Rik,0,0,0
Gm15859,0,0,0
4930562A09Rik,0,0,0
Gm15527,0,0,0
4930522O17Rik,0,0,0
Gm14697,0,0,0
Gm13066,0,0,0
Gm16907,2.861625517,3.665333942,3.969348206
1700051A21Rik,0,0,0
Gm12596,0,0,0
4933437N03Rik,0,0,0
4930583P06Rik,0,0,0
1700021L23Rik,0,0,0
1700125G22Rik,0,0,0
Gm13869,0,0,0
E330010L02Rik,0,0,0
Gm13017,0,0,0
Gm12946,0,0,0
Gm12248,0,0,0
Gm14135,0,0,0
Gm15948,0,0,0
Gm16314,0,0,0.905649934
Gm16866,0,2.576794361,3.751125824
4930566F21Rik,0,0,0
4933431E20Rik,1.646148286,1.780139587,1.372426619
4930443O20Rik,0,0,0
Gm14259,0,0,0
4930527B05Rik,0,0,0
Gm15092,0,0,0
Gm15208,0,0,0
Gm12316,0,0,0
9430065F17Rik,0,0,0
4933435F18Rik,0,0,0
Gm13791,0,0,0
Gm12171,0,0,0
Gm8327,0,0,2.096057824
Gm16972,3.579726687,0,0
Gm6762,0,0,0
Gm16973,1.415824574,1.037590096,1.034368903
Gm12103,0,0,0
Gm12484,0,0,0
1700086O06Rik,0,0,0
Gm16441,0,0,0
4833428L15Rik,0,0,0
Gm15334,0,0,0
Gm15941,0,0,0
Gm15623,0,0,0
Gm13402,0,0,0
Gm13544,0,0,0
4933416E14Rik,0,0,0
Gm12981,-9.120606932,-3.1035506,-2.897077595
Gm16033,0,0,0
1700040N02Rik,0,0,0
Gm13395,0,0,0
Gm15475,0,0,0
Gm16277,0,0,0
1700067G03Rik,0,0,0
Gm14154,0,0,0
Gm13889,0,0,1.568396869
Gm2231,0,0,0
Gm5530,0,0,0
Nphs1as,0,0,0
1700041M05Rik,0,0,0
Gm12930,0,0,0
Gm13113,0,0,0
2610027K06Rik,0,0.83308966,0.902387264
Gm16364,0,4.591773643,0
Gm14041,0,0,0
Gm15979,0,0,0
4930417H01Rik,0,0,0
2900072N19Rik,0,0,0
4930593A02Rik,0,0,0
Gm16283,0,0,0
Gm5753,0,0,0
9130024F11Rik,0,0.914041098,1.382306628
1110020A21Rik,1.70045438,0,0
B230119M05Rik,0,0,0
A230103J11Rik,-2.919015533,0,0
Gm13206,0,0,0
Gm13387,0,3.532380752,8.938691828
Gm14133,0,0,0
Gm16143,0,0,0
Gm14241,0,0,0
Gm13874,0,0,0
Gm14155,0,0,0
Cbfa2t2-ps1,0,0,0
BC052486,0,0,0
Gm11748,0,0,0
4930432L08Rik,0,0,0
2900079G21Rik,-4.927782329,-2.932393048,-3.452048693
Gm14526,0,0,0
Gm14033,0,0,0
Gm16295,0,0,0
Gm11611,0,1.702860881,3.97304732
Gm13599,0,0,0
1700042G15Rik,0,0,0
4930515B02Rik,0,0,0
AU022754,0,3.380343576,9.022678234
1700110K17Rik,0,0,0
Gm11932,0,0,0
A030003K02Rik,0,0,0
Gm12730,0,0,0
Gm8093,0,0,0
Gm15082,0,0,0
Gm12405,0,0,0
Gm11948,0,0,0
Gm14004,0,0,0
Gm11730,0,0,0
Gm12301,0,0,0
Gm12339,0,0,0
2810442I21Rik,2.454296624,3.517286054,1.205428567
A130030D18Rik,0,0,0
Gm13587,0,0,0
Gm15857,0,0,0
Gm11721,0,0,0
Astx6,0,0,0
Gm15518,0,0,0
Gm11532,0,-3.577752086,0
Astx4a,0,0,0
Gm13793,0,0,0
Gm12505,0,0,0
Gm13116,0,0,0
Rpl29-ps3,0,0,0
Gm14249,0,0,0
A230065H16Rik,0,0,0
Gm13229,0,0,0
Gm12480,0,0,0
6720483E21Rik,0,0,0
Gm13389,0,0,0
Gm12199,0,0,0
6430590A07Rik,2.142853558,2.600583353,0
Gm15423,0,0,0
Gm15083,0,0,0
Gm13016,0,0,0
Gm12068,0,0,0
Gm13269,0,0,0
Gm16638,4.609922213,2.914246595,2.627752538
Gm12160,0,0,0
Nctc1,0,0,0
4930509E16Rik,0,0,0
4930511A02Rik,0,0,0
Gm15486,0,0,0
Gm13093,0,0,0
Emx2os,1.904916854,0.994486256,-1.362167108
Gm16799,0,0,0
4930586N03Rik,0,0,0
Gm11884,0,0,0
Gm11782,0,0,0
Gm14641,0,0,0
Gm16953,0,0,0
Gm13661,0,0,0
Gm13344,0,0,0
1700085B03Rik,0,0,0
Gm16952,-2.465008572,-3.998637489,-2.675104997
Gm13964,0,0,0
AI662270,0,0,0
Gm16093,0,0,0
4930474H06Rik,0,0,0
Gm11264,0,0,0
Gm11399,0,0,0
Gm7237,0,0,0
Gm11714,0,0,0
Gm16099,0,0,0
Gm12360,0,0,0
Gm12324,0,0,0
Gm11523,0,0,0
Gm16793,0,0,0
Atg4a-ps,0,0,0
Gm12279,0,0,0
Gm7847,0,0,0
4930403D09Rik,0,0,0
Gm6706,0,0,0
Gm13839,0,0,0
A230108P19Rik,0,0,0
1700109K24Rik,0,0,0
Gm12756,0,0,0
Gm12655,0,0,1.842832076
Gm16316,0,0,0
D230004N17Rik,-1.559990643,0,-1.282949348
Gm16152,0,0,0
A930001C03Rik,-2.589662327,-1.905592633,-1.340354052
Gm6956,0,0,0
Gm16096,0,0,0
Gm15864,0,0,0
4930509K18Rik,0,0,0
Gm15545,0,0.854392539,1.293448037
Gm11683,0,0,0
Gm11376,0,0,0
Plcxd2,-1.896139704,-2.491343995,-2.841421064
Gm12454,0,0,0
A830082K12Rik,1.27164206,1.420299403,1.920965541
Gm5958,0,0,0
Gm12665,0,0,0
Gm15205,0,0,0
Gm14228,0,0,0
1700030C14Rik,0,0,0
Itih5l-ps,0,9.303186385,0
BC064078,4.14425767,4.347781331,6.531487604
Gm14022,1.247726148,2.142104996,0
Gm6927,0,0,0
Gm6483,0,0,0
Gm15008,0,0,0
1110050K14Rik,3.27927504,5.825177562,3.471131546
Gm15685,0,0,0
Gm14093,0,0,0
Gm15246,1.948233259,1.5887981,1.76949969
Gm16336,0,0,0
Gm16845,2.45973772,0,3.000598496
Gm14244,0,0,0
Gm16230,0,0,0
4933433P16Rik,0,0,0
2010001A14Rik,0,0,0
L1td1,2.323500926,2.214843839,3.346647787
Gm15891,0,0,0
Gm15983,0,2.15819032,0
C330002G04Rik,0,0,0
1700001G01Rik,0,0,0
Gm12962,0,0,0
Gm12153,-9.559365584,-5.339878979,-4.741617756
Gm11337,0,0,0
5530601H04Rik,1.554422634,1.079166584,1.199405202
Gm15133,0,0,0
D230022J07Rik,0,0,0
E130307A14Rik,3.180975225,2.874757505,2.453179069
A230056P14Rik,0,0,0
Gm14230,0,0,0
Gm11924,0,0,0
Gm13570,0,0,0
Gm13334,0,0,0
E030007J07Rik,0,0,3.676950074
Gm11650,0,0,0
Gm13872,0,0,0
Gm16936,0,0,0
Gm13431,0,0,0
D130017N08Rik,0.592164229,1.057494597,0
D430001F17Rik,0,0,0
4933440J02Rik,0,0,0
4930412L05Rik,0,0,0
Gm14820,0,0,0
Skint6,0,0,0
Gm12907,0,0,0
Gm13373,0,0,0
Gm13780,0,0,0
Gm13097,0,0,0
Gm15818,0,0,0
Gm12908,0,0,0
Gm15261,0,0,0
Gm15813,0,0,0
Gm13986,0,0,0
1700073E17Rik,0,0,0
4930445N08Rik,0,0,0
Gm16175,0,0,0
Gm13147,0,0,0
Gm5125,0,0,0
Gm15391,0,0,0
1500016L03Rik,0,0,0
9330188P03Rik,0,-8.007923457,0
2810408I11Rik,0.989368549,1.112666951,0.965664468
Gm15555,0,0,0
Gm14618,0,0,0
E130111B04Rik,0,0,0
Gm13209,0,0,0
Gm16997,0,0,0
Gm13376,0,0,0
Gm11377,0,0,0
BC037032,0,0,0
E030042O20Rik,0,0,0
4930442L01Rik,0,0,0
Gm2182,0,0,0
Gm14014,0,0,0
Gm14015,0,0,0
Gm16958,0,0,0
Gm12827,0,0,0
2310006M14Rik,4.89917023,0,2.50923678
E230016M11Rik,2.808379493,1.556680861,0
Gm14764,0,0,0
4930594C11Rik,0,0,0
Gm13759,0,0,0
Gm4750,0,0,0
Gm1305,0,0,0
Gm16703,0,0,0
Gm12865,0,0,0
Gm7613,0,0,0
Gm15976,0,0,0
Gm11844,0,0,0
C78197,0,0,0
Gm7284,0,0,0
Gm12126,0,0,0
Gm13346,-5.712891763,-4.386125069,-3.365086308
Fam150a,0,0,-9.912635188
Gm16120,0,0,0
Gm16062,-2.819289879,-2.514062843,-1.639283418
1700094C10Rik,0,0,0
Gm16795,0,0,0
Gm14379,0,0,0
Gm12043,0,0,0
2310005A03Rik,0,0,0
Gm6985,0,0,0
Gm15990,0,0,0
,0,0,0
Gm15461,0,0,0
2610035D17Rik,0,0,2.554446788
Hbxip,0,0,0
Gm15477,0,0,0
Gm15250,0,0,0
Gm15726,0,0,0
1500002O10Rik,0,2.373917692,0
Gm12349,0,0,0
Gm15991,0,0,0
4933427J07Rik,0,0,0
Gm14486,0,0,0
D330023K18Rik,0,0,0
Gm12983,0,0,0
2900008C10Rik,0,0,0
Gm15409,0,0,0
Gm13203,0,0,0
1010001N08Rik,0,0,2.230933499
1110002J07Rik,0,0,0
Gm11378,0,0,0
2010013B24Rik,0,0,0
A930006I01Rik,0,0,0
4930544D05Rik,0,0,0
Gm17557,0,0,0
Gm16015,0,0,0
Gm15317,-8.870090236,-8.390157081,0
Gm13580,0,0,0
Gm15260,0,0,0
Gm9013,0,0,0
Astx1a,0,0,0
Gm13061,0,0,0
4933424M12Rik,0,0,0
Gm15866,0,0,0
Gm11946,0,0,0
Gm13832,0,0,0
Gm14341,0,0,0
Gm13556,0,0,0
Gm11193,0,0,0
Gm12130,0,0,0
Gm15494,0,0,0
Gm9392,0,0,0
Gm12953,0,0,0
Gm16725,0,0,0
Gm13629,0,0,0
4933415D12Rik,0,0,0
Lipo2,0,0,0
Gm15415,0,0,0
A430035B10Rik,0,0,0
A230004M16Rik,0,0,0
Gm12925,0,0,0
Gm16195,0,0,0
4930528P14Rik,0,9.664694702,0
Gm16989,0,0,0
Gm16988,0,0,0
Gm13833,0,0,0
Dleu2,1.068794407,1.676451834,0
Gm15552,0,0,0
4930554H23Rik,0,0,0
Gm11917,0,0,0
4930466I24Rik,0,0,0
Gm12114,0,0,0
Gm15907,0,0,0
Gm16613,3.187722437,2.683307257,0
Gm5353,0,0,0
Gm16075,0,0,0
Gm14170,0,0,0
Gm14818,0,0,0
Gm6038,0,0,0
Gm12503,6.77240415,4.690689513,3.775188394
Gm15884,0,0,0
Gm12120,0,0,0
Gm15671,0,0,0
Gm11616,0,0,0
1810021B22Rik,0,0,4.134397291
Gm12690,0,0,0
Gm13652,3.603865156,3.709564503,0
AW495222,0,0,0
4930526F13Rik,0,0,0
Gm15860,0,0,0
Gm14144,0,0,0
4930405P13Rik,0,0,0
Gm11586,0,0,0
Gm15228,-6.023969601,-9.28478849,-7.914936088
0610040F04Rik,0,0,0
Gm12238,0,0,0
1700021N21Rik,0,0,0
Gm15627,0,0,0
Gm13746,0,0,0
Gm5699,0,0,0
1700047K16Rik,0,0,0
Gm15582,0,0,0
Gm12680,-4.998508592,-4.007276395,0
Gm16254,0,0,0
Gm11464,0,0,0
Gm12999,0,0,0
Gm13727,3.140591285,2.097214575,1.252433532
4930404I05Rik,0,0,0
Gm13187,0,0,0
Gm13856,0,0,0
Gm12498,0,0,0
4930453H23Rik,0,0,0
Gm17478,0,0,0
Gm15104,0,0,0
0610043K17Rik,0,0,0
Gm13710,0,0,0
Gm16347,0,0,0
Gm13398,0,0,0
C430049B03Rik,0,0,0
BC042782,0,0,0
Gm15491,0,-2.131629514,-1.818255882
BC065397,0.744531793,0.674998657,0
Gm14696,0,0,0
Tmem170b,0,0,-0.693201488
Gm15541,0,0,0
Gm15892,0,0,0
Gm15457,0,0,0
B230323A14Rik,0,0,0
Gm15517,0,0,0
AV099323,0,0,0
Gm12414,0,0,0
Gm13849,0,0,0
2210408F21Rik,0,0,0
Gm16008,1.056841413,1.076716367,1.272434903
1300015D01Rik,0,0,0
Gm12446,9.381396815,8.876473548,9.800510346
Gm15558,0,0,0
AA415398,0,0,0
Gm15637,0,0,0
Gm15420,0,0,0
Gm12128,0,0,0
Gm15592,0,0,0
Gm7598,0,3.156151851,0
Gm2694,0,-1.526129411,-2.996753065
Gm16994,0,0,4.011139732
1700023C21Rik,0,0,0
Gm12945,0,0,0
Gm12705,0,0,0
4933407K13Rik,1.726723544,1.115289012,0.5650834
Gm16256,0,0,0
Gm12343,0,0,0
Gm11899,0,0,0
Gm15270,0,-0.938684439,-1.425450437
Gm14664,0,0,0
Gm11867,0,0,0
2900056M20Rik,0.847687541,0.821650189,0.994478856
Gm11752,0,0,0
Gm14232,0,0,0
E130215H24Rik,0,0,0
Gm11431,0,0,0
Lass1,0,0,0
Gm14271,0,0,0
2310065F04Rik,-3.632911521,0,0
Gm16048,0,0,0
Gm15501,-3.761575581,0,-1.165898515
Gm11266,2.635873342,2.302355583,2.157751077
Gm16720,0,0,0
Gm14529,0,0,0
Gm15906,0,0,0
Gm13001,0,0,0
Ace3,0,0,0
Gm16721,0,0,0
Gm6277,-1.587000098,-1.473958144,0
Gm5432,0,0,0
Gm13564,0,0,0
Gm16875,0,0,0
5730405O15Rik,0,2.199132032,0
Gm15404,0,0,0
Gm805,0,0,0
Gm16533,0,0,0
Gm15017,0,0,0
Gm16235,0,0,0
Gm13405,0,0,0
Gm16054,0,0,0
Gm15123,0,0,0
Gm14167,0,0,0
Gm11202,0,0,0
Gm16323,0,0,0
Gm16156,0,0,0
Gm13112,5.294279602,5.036108991,7.778011186
Gm15788,0,0,0
4930577N17Rik,0,0,0
Gm13853,0,0,0
Gm14453,0,0,0
5530401N12Rik,0,0,0
Gm5475,0,0,0
Gm14286,2.803893116,2.41464088,2.416194602
4930578M01Rik,0,0,0
2310026I22Rik,0,0,0
Gm12971,0,0,0
Gm13994,0,0,0
Gm12970,0,0,0
Gm11998,0,0,0
Gm16327,0,0,0
Gm13174,0,0,0
5330411J11Rik,0,0,0
Gm16322,0,0,0
Gm7799,0,0,0
