gene.name,BA1,BA2,PBA,BIO,BIOw1,BIOw2,MUT1,MUT2,MUT3
U3,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
Mir1932,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
SNORA5,0,0,0,0,0,0,0,0,0
RNaseP_nuc,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
AL671963.1,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0
snoU13,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
Mir1968,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0
SNORA74,1,0,0,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
RNaseP_nuc,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SCARNA4,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
RNase_MRP,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
RNaseP_nuc,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U4,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
Snora47,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
Mir1960,0,0,0,0,0,0,0,0,0
SNORA72,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
AC141566.1,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
SCARNA15,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA81,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
snoU13,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
Mir1962,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
SNORA22,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SCARNA3,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
Mir1983,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SCARNA11,0,0,0,0,0,0,0,0,0
U2,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
RNaseP_nuc,0,0,0,0,0,0,0,0,0
Scarna3b,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
SNORD124,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
Scarna2,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U12,0,0,0,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
AC117688.1,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
SCARNA11,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
snoU83B,1,0,1,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA40,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA63,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SCARNA17,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
SNORA40,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
mmu-mir-2134-1,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
Mir1969,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U4,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0
Snord13,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SCARNA14,0,0,0,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0,0,0,0
snoMe28S-Cm3227,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
snoU13,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA5,0,0,0,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA25,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SCARNA4,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
AF357425,1,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORD26,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
snoU109,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0
SCARNA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA18,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
snoU109,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
RNaseP_nuc,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
HAR1F,0,0,0,0,0,0,0,0,0
SNORA25,0,0,0,0,0,0,0,0,0
snoZ178,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U2,0,0,0,0,0,0,0,0,0
SNORA75,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
snoU54,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
AC164075.1,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
Mir1956,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
RNase_MRP,0,0,0,0,0,0,0,0,0
snoU13,0,0,0,0,0,0,0,0,0
SNORA40,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
snoU13,0,0,0,0,0,0,0,0,0
RNaseP_nuc,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
AC090489.1,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA13,0,0,0,0,0,0,0,0,0
SNORA40,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U2,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U4,0,0,0,0,0,0,0,0,0
SNORA31,0,0,0,0,0,0,0,0,0
SNORA79,0,0,0,0,0,0,0,0,0
Mir1967,0,0,0,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SCARNA24,0,0,0,0,0,0,0,0,0
AL732470.1,0,0,0,0,0,0,0,0,0
SNORA40,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
Mir1941,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
Mir1970,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
snoU13,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0
Mir1946b,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,1,0,0,0,0,0,0,0,0
Mir1953,0,0,0,0,0,0,0,0,0
SNORA40,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U2,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SCARNA13,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA9,0,0,0,0,0,0,0,0,0
U8,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA61,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
Snord2,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SCARNA16,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
Mir1945,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
Mir1957,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U4,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
Mir1981,0,0,0,0,0,0,0,0,0
snoU13,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
SNORA66,0,0,0,0,0,0,0,0,0
SNORD113,0,0,0,0,0,0,0,0,0
SNORA5,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
5S_rRNA,1,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
5_8S_rRNA,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6atac,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
SCARNA15,1,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
Mir1951,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
mmu-mir-2134-4,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
Mir1965,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6atac,0,0,0,0,0,0,0,0,0
SNORA42,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA28,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA40,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORD125,0,0,0,0,0,0,0,0,0
SNORA48,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
Mir1955,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
AC127677.1,0,0,0,0,0,0,0,0,0
U6,1,1,0,1,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA40,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA31,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U6atac,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
RNaseP_nuc,0,0,0,0,0,0,0,0,0
SNORA2,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0
7SK,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0
Scarna17,0,0,0,0,0,0,0,0,0
SNORA68,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA70,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA17,0,0,0,0,0,0,0,0,0
U7,0,0,0,0,0,0,0,0,0
AC152987.1,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
5S_rRNA,0,0,0,0,0,0,0,0,0
